question,answer,document
What is the timing for the Here to Stay: Celebrating 40 Years at the Architecture Archives?,Timings for Here to Stay: Celebrating 40 Years at the Architecture Archives are 9:00 AM-9:00 PM ET on 4/13/24.,Events_data/Documents/Apr-13_Eventno_9_HeretoStayCelebrating40YearsattheArchitectureArchives.txt
Where is Current & Former CMU AAB Member Coffee Catch Up (Private Event) taking place?,Location TBA,Events_data/Documents/Apr-13_Eventno_35_CurrentFormerCMUAABMemberCoffeeCatchUpPrivateEvent.txt
Where is 50th Reunion Breakfast/Then & Now Presentation (1974) taking place?,"Danforth Conference Room and Lounge, 2nd Floor, Cohon University Center",Events_data/Documents/Apr-12_Eventno_9_50thReunionBreakfastThenNowPresentation1974.txt
Who can attend Reunion Buggy Watch Tent?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_8_ReunionBuggyWatchTent.txt
Can you tell me more about the Livestream of Then & Now Presentation?,Join the livestream to relive your time as a student and hear about Carnegie Mellon today with a presentation of CMU’s past and present by University Archivist Julia Corrin.  Note: This event is open to the entire CMU Community. Link will be added approximately a week prior to the event.,Events_data/Documents/Apr-12_Eventno_12_LivestreamofThenNowPresentation.txt
Can you tell me more about the IDeATE Open Studios?,"​​Want to learn more about soft technologies, physical computing, sonic arts, or game design on campus? Want to playtest some new video games or step inside a VR experience? Alumni and friends are encouraged to make a creative Carnival stop at the IDeATe Open Labs & Studios in Hunt Library. Come learn more about interdisciplinary student projects and unique immersive course events. Meet us at the intersection of Art and Technology, where creative and technical skills are leveled up, where the ideas flow freely—let the games begin!  Note: Registration required. Walk-ins are welcome if space permits. No event fee. Open to the entire CMU community and guests. ",Events_data/Documents/Apr-12_Eventno_21_IDeATEOpenStudios.txt
Where is The Tartan Alumni & Student Reception taking place?,"The Tartan Office, Room 314, Cohon University Center",Events_data/Documents/Apr-13_Eventno_37_TheTartanAlumniStudentReception.txt
Who can attend Material Science and Engineering (MSE) Alumni Deck Party?,Open to MSE alumni.,Events_data/Documents/Apr-12_Eventno_38_MaterialScienceandEngineeringMSEAlumniDeckParty.txt
Can you tell me more about the Crafting with HR Family Care Initiatives?,"Crafting with the HR Family Care Initiatives is in the Activities Tent, which is #3 on the map.  Attention faculty and staff: Family Care and the Office of Human Resources present crafting with your kids. This activity is appropriate for children of all ages as well as those young at heart. While your child creates, we would love to talk about how Carnegie Mellon University can support your family with a variety of benefits and programs. We will also be in the Activities Tent on Friday from 1-4 p.m.  Note: No registration required. No event fee. This event is open to CMU faculty and staff and their guests.",Events_data/Documents/Apr-11_Eventno_8_CraftingwithHRFamilyCareInitiatives.txt
Where is Carnival Rides taking place?,"Midway, The Cut",Events_data/Documents/Apr-11_Eventno_15_CarnivalRides.txt
Who can attend Cold Ones with the Coaches?,Open to alumni and parents.,Events_data/Documents/Apr-12_Eventno_36_ColdOneswiththeCoaches.txt
"Can you tell me more about the Inventing Shakespeare: Text, Technology and The Four Folios?","Inventing Shakespeare tells the little known story of technological innovation, instrumentation and mechanical prototyping inspired by research into Shakespeare’s most famous book. Objects in the exhibit range from a fully immersive VR tour of a reconstructed Shakespearean playhouse, a 1960s-era mechanical collator designed to compare multiple copies of the First Folio, and fragments of the folios themselves.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-13_Eventno_8_InventingShakespeareTextTechnologyandTheFourFolios.txt
Can you tell me more about the Tartans on the Rise (Invitation Only)?,"Tartans on the Rise celebrates recent alumni who are making an impact in their organizations and in their communities, across the nation and around the world through leadership, innovation and career achievements. Check out the Tartans on the Rise campus display outside the Purnell Center throughout the weekend to learn more about the slate of recent alumni being recognized.  Note: Separate registration required.",Events_data/Documents/Apr-13_Eventno_48_TartansontheRiseInvitationOnly.txt
What is the timing for the Carnival Rides?,Timings for Carnival Rides are 11:00 AM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_18_CarnivalRides.txt
Where is College of Engineering Alumni Awards (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-11_Eventno_24_CollegeofEngineeringAlumniAwardsInvitationOnly.txt
Where is Carnival Rides taking place?,"Midway, The Cut",Events_data/Documents/Apr-13_Eventno_18_CarnivalRides.txt
Who can attend 5th and 10th Reunion Reception (2014 and 2019)?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_53_5thand10thReunionReception2014and2019.txt
Can you tell me more about the Residential Education (Student Life) Alumni Reception?,"On behalf of the Residential Education and the Office of Orientation and Family Programs (formerly the Student Life Office), we invite you to join us for a Carnival reception. We will have light refreshments and current Office of Residential Education and First Year Orientation staff will be present, including Housefellows.  We would love to reminisce with you about being a CA, RA, HOC, OL or OC and how these roles on campus might have impacted you. And, as always, we are excited to share with you the exciting changes and happenings in Residential education at Carnegie Mellon. If you have any questions, please feel free to contact Kristine Kengor at kkengor@andrew.cmu.edu or call 412-268-2142.  Note: Registration not required. No event fee. This event is open to the CMU community.",Events_data/Documents/Apr-13_Eventno_44_ResidentialEducationStudentLifeAlumniReception.txt
Where is Annual MOBOT Races taking place?,Race Course by Wean Hall,Events_data/Documents/Apr-12_Eventno_25_AnnualMOBOTRaces.txt
Who can attend Scotch'n'Soda Theatre Alumni Brunch?,Open to Scotch'n'Soda community.,Events_data/Documents/Apr-13_Eventno_27_ScotchnSodaTheatreAlumniBrunch.txt
"Where is Inventing Shakespeare: Text, Technology and The Four Folios taking place?","4th Floor, Hunt Library",Events_data/Documents/Apr-13_Eventno_8_InventingShakespeareTextTechnologyandTheFourFolios.txt
Can you tell me more about the WRCT Radio Buggy Preview?,Tune into WRCT at 88.3 FM to hear Buggy Alumni Association (BAA) guest panelists discuss Buggy.  Note: Add event during registration for calendar hold. A reminder with link will be sent to registrants 24 hours and one hour prior.,Events_data/Documents/Apr-10_Eventno_3_WRCTRadioBuggyPreview.txt
What is the timing for the Statistics & Data Science Alumni & Department Lunch?,Timings for Statistics & Data Science Alumni & Department Lunch are 12:00 PM-2:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_24_StatisticsDataScienceAlumniDepartmentLunch.txt
Can you tell me more about the 25th Reunion Dinner Reception (Class of 1999)?,"Celebrate your reunion in the beautiful College of Fine Arts! Enjoy a variety of food stations, beverages and desserts and toast to an amazing 25 years with fellow classmates from the Class of 1999!  Note: Registration required. This event is open to the Class of 1999 and their guests only.  Cost  Adult Now through Feb. 23: $35 per person 12 years of age and older. Feb. 24 through Apr. 5: $45 per person 12 years of age and older. Child Now through Feb. 23: $15 per person ages 6-12. Feb. 24 through Apr. 5: $20 per person ages 6-12.",Events_data/Documents/Apr-13_Eventno_52_25thReunionDinnerReceptionClassof1999.txt
Where is Dog Costume Party taking place?,Between CUC Pillars,Events_data/Documents/Apr-13_Eventno_45_DogCostumeParty.txt
Where is Eid Celebration taking place?,"Midway Activities Tent, The Cut",Events_data/Documents/Apr-11_Eventno_10_EidCelebration.txt
"What is the timing for the Inventing Shakespeare: Text, Technology and The Four Folios?","Timings for Inventing Shakespeare: Text, Technology and The Four Folios are 8:00 AM-6:00 PM ET on 4/11/24.",Events_data/Documents/Apr-11_Eventno_1_InventingShakespeareTextTechnologyandTheFourFolios.txt
Where is Carnival Headquarters Tent: Check-In & Registration taking place?,"Tent, The Cut",Events_data/Documents/Apr-12_Eventno_3_CarnivalHeadquartersTentCheckInRegistration.txt
